"id","repository_name","url","namespace_identifier"
5676,Universitätsbibliothek Freiburg,https://freidok.uni-freiburg.de/oai/oai2.php,freidok.uni-freiburg.de
5677,Université des Montagnes,https://sempiternelia.com/udm/oai,sempiternelia.com
5678,Université Numérique Ingénierie et Technologie,http://www.unit.eu/ori-oai-repository/OAIHandler,www.unit.eu
5679,Université Ouverte des Humanités,http://uoh.u-strasbg.fr/oai/provider,www.uoh.fr
5680,UNL Libraries CONTENTdm Respository,http://libtextcenter.unl.edu:2000/cgi-bin/oai.exe,""
5681,UNM Digital Repository,https://digitalrepository.unm.edu/do/oai/,digitalrepository.unm.edu
5682,UNM Online Journal Systems,https://ojs.unm.ac.id/index/oai,ojs.unm.ac.id
5683,Unnur Repository,http://repository.unnur.ac.id/cgi/oai2,repository.unnur.ac.id
5684,Unram Medical Journal,http://jku.unram.ac.id/oai,ojs.jku.unram.ac.id
5685,UNSWorks Repository,http://unsworks.unsw.edu.au/oai/provider,unsworks.library.unsw.edu.au
5686,UNT Digital Library,http://digital.library.unt.edu/oai/,""
5687,UNU Collections,http://collections.unu.edu/oai.php,collections.unu.edu
5688,UNWAHA E-Journal Systems,http://ejournal.unwaha.ac.id/index.php/index/oai,ojs.ejournal.unwaha.ac.id
5689,UOWM Repository,http://dspace.uowm.gr/oai/request,dspace.uowm.gr
5690,UOWM Repository,https://dspace.uowm.gr/oai/request,dspace.uowm.gr
5691,Uoz,http://eprints.uoz.ac.ir/cgi/oai2,eprints.uoz.ac.ir
5692,UPCommons - Videoteca UPC,http://eprints.upc.es:8080/video-oai/request,""
5693,UPCommons. Portal del coneixement obert de la UPC,http://upcommons.upc.edu/oai/request,upcommons.upc.edu
5694,Upjohn Research,https://research.upjohn.org/do/oai/,research.upjohn.org
5695,"UPLanD - Journal of Urban Planning, Landscape & environmental Design",http://upland.it/index.php/UPLanD/oai,ojs.pkp.sfu.ca
5696,"UPLanD - Journal of Urban Planning, Landscape & environmental Design",http://www.serena.unina.it/index.php/upland/oai,serena.unina.it
5697,UPLanD Open_Rep,http://upland.it/index.php/Open_Rep/oai,ojs.pkp.sfu.ca
5698,UQ eSpace,http://espace.library.uq.edu.au/oai.php,espace.library.uq.edu.au
5699,UQ eSpace,https://espace.library.uq.edu.au/v2/oai,espace.library.uq.edu.au
5700,UR Research,http://urresearch.rochester.edu/oai2.action,""
5701,Urania Jurnal Ilmiah Daur Bahan Bakar Nuklir,http://jurnal.batan.go.id/index.php/urania/oai,ojs.jurnal.batan.go.id
5702,URLib local collection sid.inpe.br/bibdigital@80/2006/04.07.15.50,http://bibdigital.sid.inpe.br/col/iconet.com.br/banon/2003/11.21.21.08/doc/oai.cgi,""
5703,USADA NUSANTARA : Jurnal Kesehatan Tradisional,https://e-journal.nalanda.ac.id/index.php/usd/oai,ojs2.e-journal.nalanda.ac.id
5704,Usak University Institutional Repository,http://acikerisim.usak.edu.tr/oai/request,acikerisim.usak.edu.tr
5705,USD RED,https://red.library.usd.edu/do/oai/,red.library.usd.edu
5706,USF Scholarship: a digital repository @ Gleeson Library | Geschke Center,https://repository.usfca.edu/do/oai/,repository.usfca.edu
5707,USRA Houston Repository,https://repository.hou.usra.edu/oai/request,repository.hou.usra.edu
5708,UstaSalud,http://revistas.ustabuca.edu.co/index.php/USTASALUD_ODONTOLOGIA/oai,revistas.ustabuca.edu.co
5709,USU Repository,http://repository.usu.ac.id/oai/request,""
5710,Utah Law Digital Commons,https://dc.law.utah.edu/do/oai/,dc.law.utah.edu
5711,UTasER,http://eprints.comp.utas.edu.au:81/perl/oai2,UTasER.comp.utas.edu.au
5712,UTCIENCIA,http://investigacion.utc.edu.ec/revistasutc/index.php/utciencia/oai,ojs.revistasutc
5713,UTHM Repository,http://eprints.uthm.edu.my/cgi/oai2,generic.eprints.org
5714,UTHSC Digital Commons,https://dc.uthsc.edu/do/oai/,dc.uthsc.edu
5715,UTokyo Repository,http://repository.dl.itc.u-tokyo.ac.jp/oai,""
5716,UTP-Ridda2,http://ridda2.utp.ac.pa/oai/request,ridda2.utp.ac.pa
5717,Utrecht Journal of International and European Law,https://utrechtjournal.org/jms/index.php/up/oai/,ojs.utrechtjournal.org
5718,Utsaha (Journal of Entrepreneurship),https://journal.jfpublisher.com/index.php/joe/oai,ojs2.journal.jfpublisher.com
5719,Utsunomiya University Academic Information Repository,http://uuair.repo.nii.ac.jp/oai,""
5720,uuiar,http://uuair.lib.utsunomiya-u.ac.jp/dspace-oai/request,""
5721,UVM ScholarWorks,https://scholarworks.uvm.edu/do/oai/,scholarworks.uvm.edu
5722,UVserva,https://uvserva.uv.mx/index.php/Uvserva/oai,uvserva.uv.mx
5723,UW Digital,https://uwdigital.uwyo.edu/oai2,uwdigital.uwyo.edu
5724,UWC  Research Repository,http://repository.uwc.ac.za/oai/request,""
5725,UWE Bristol Research Repository,https://uwe-repository.worktribe.com/oaiprovider,uwe-repository.worktribe.com
5726,UWM Digital Commons,https://dc.uwm.edu/do/oai/,dc.uwm.edu
5727,uws,https://researchdirect.westernsydney.edu.au/oai2,researchdirect.westernsydney.edu.au
5728,Uztaro OAI Provider,http://www.uztaro.eus/oai2,""
5729,"VAD. veredes, arquitectura y divulgación",http://veredes.es/vad/index.php/vad/oai,ojs2.veredes.es
5730,Vandenhoeck & Ruprecht,http://www.vr-elibrary.de/action/oai/,""
5731,VANOS Journal of Mechanical Engineering Education,http://jurnal.untirta.ac.id/index.php/vanos/oai,jurnal.untirta.ac.id
5732,VaNTH Dissemination Portal,http://repo.vanth.org/portal/zoai,""
5733,VCU Scholars Compass,https://scholarscompass.vcu.edu/do/oai/,scholarscompass.vcu.edu
5734,Vegetable Science,http://vegsci.isvs.org.in/index.php/index/oai,ojs.vegsci
5735,Verbum,https://www.journals.vu.lt/verbum/oai,ojs.www4063.vu.lt
5736,Veritas : Jurnal Teologi dan Pelayanan,https://ojs.seabs.ac.id/index.php/Veritas/oai,ojs.seabs.ac.id
5737,Verity: International Relations Journal,https://ojs.uph.edu/index.php/JHIV/oai,ojs.uph.edu
5738,Verlag Krause und Pachernegg - OAI Archive,http://www.kup.at/cgi-bin/OAI/XMLFile/kup/oai.pl,""
5739,Vertimo studijos,https://www.journals.vu.lt/vertimo-studijos/oai,ojs.www4063.vu.lt
5740,Veterinaria,http://www.veterinaria-sarajevo.com/ojs/index.php/vet/oai.,ojs.www.veterinaria-sarajevo.com
5741,VICTEC,https://istvicenteleon.edu.ec/victecvl/index.php/revista_victec/oai,ojs2.itsvicenteleon.edu.ec
5742,Victoria University Eprints Repository,http://eprints.vu.edu.au/perl/oai2,vu.edu.au
5743,Vietnam Journal of Social Sciences and Humanities,http://journal.ussh.vnu.edu.vn/index.php/vjossh/oai,ojs.pkp.sfu.ca
5744,ViFaPhys.de,http://vifaphys.tib.uni-hannover.de/oai/oai2.php,vifaphys.tib.uni-hannover.de
5745,Vigilancia Sanitaria em Debate,https://visaemdebate.incqs.fiocruz.br/index.php/visaemdebate/oai,ojs.visaemdebate.incqs.fiocruz.br
5746,Vilnius University Open Series,https://www.journals.vu.lt/open-series/oai,ojs.www4063.vu.lt
5747,Vilnius University Proceedings,https://www.journals.vu.lt/proceedings/oai,ojs.www4063.vu.lt
5748,Virginia Tech ImageBase,http://uther.dlib.vt.edu:8080/oaicat/servlet/OAIHandler,IMAGEBASE.LIB.VT.EDU
5749,Virtual Foundation for Advancement of Science and Technology,http://www.vfast.org/index.php/index/oai,vfast.org
5750,"Virtual Library of Psychology at Saarland University and State Library, GERMANY, PsyDok",http://psydok.sulb.uni-saarland.de/phpoai/oai2.php,""
5751,Visible,https://www.unilim.fr/visible/oai.php,visible.unilim.fr
5752,VISIO DEI: JURNAL TEOLOGI KRISTEN,http://jurnal.sttstarslub.ac.id/index.php/js/oai,ojs2.jurnal.sttstarslub.ac.id
5753,Vision Letters,http://openjournals.uwaterloo.ca/index.php/vsl/oai,openjournals.uwaterloo.ca
5754,Visión electrónica,http://revistas.udistrital.edu.co/ojs/index.php/visele/oai,revistas.udistrital.edu.co
5755,Visión Empresarial,https://revistasdigitales.upec.edu.ec/index.php/visionempresarial/oai,revistasdigitales.upec.edu.ec
5756,Visual Library Server,http://www.e-rara.ch/oai/,""
5757,Visual Library Server der Universitätsbibliothek Paderborn,http://digital.ub.uni-paderborn.de/oai/,""
5758,VISUALITA,https://ojs.unikom.ac.id/index.php/visualita/oai,ojs.pkp.sfu.ca
5759,VISWA DESIGN: Journal of Design,https://jurnal2.isi-dps.ac.id/index.php/viswadesign/oai,ojs.pkp.sfu.ca
5760,VLC arquitectura. Research Journal,http://polipapers.upv.es/index.php/VLC/oai,ojs.upv.es
5761,VNAU : Vinnytsya National Agrarian University,http://repository.vsau.org/oai,""
5762,VOCATECH: Vocational and Technology,http://ojs.aknacehbarat.ac.id/index.php/vocatech/oai,ojs.ojs.aknacehbarat.ac.id
5763,VOLT : Jurnal Ilmiah Pendidikan Teknik Elektro,http://jurnal.untirta.ac.id/index.php/VOLT/oai,jurnal.untirta.ac.id
5764,Voyage Journal of Educational Studies ,https://vjes.voyageams.com/index.php/vjes/oai,ojs2.vjes.voyageams.com
5765,VTC Institutional Repository,http://repository.vtc.edu.hk/do/oai/,repository.vtc.edu.hk
5766,VTechWorks,http://vtechworks.lib.vt.edu/oai/request,vtechworks.lib.vt.edu
5767,VTEI : Vinnytsia Institute of Trade and Economics of Kyiv National University of Trade and Economics,https://ir.vtei.edu.ua/oai.php,ir.vtei.edu.ua
5768,Vtext Digital Repository,http://vtext.valdosta.edu/oai/request,""
5769,VTT Publications Register,http://cgi.vtt.fi/progs/inf/OAI,vtt.fi
5770,VTT Research System,https://cris.vtt.fi/ws/oai,""
5771,VUBIS OAI-PMH 2.0 référentiel de Montpellier,https://oai-sigb.montpellier3m.fr/oai/oai2.CSP,oai-sigb.montpellier3m.fr
5772,VUBIS OAI-PMH 2.0 référentiel de Quimper,http://oai.quimper-bretagne-occidentale.bzh/quimper/oai2.CSP,oai.quimper-bretagne-occidentale.bzh
5773,Vygotsky : Jurnal Pendidikan Matematika dan Matematika,https://jurnalpendidikan.unisla.ac.id/index.php/VoJ/oai,ojs.jurnalpendidikan.unisla.ac.id
5774,W&M ScholarWorks,https://scholarworks.wm.edu/do/oai/,scholarworks.wm.edu
5775,Wacana Teologi,http://ukdw.ac.id/journal-theo/index.php/wacana/oai,ojs.ukdw.ac.id
5776,Wageningen University and Researchcenter Publications,http://library.wur.nl/oai,library.wur.nl
5777,Wahana Journal of Action Research,http://jurnal.sman1parung.sch.id/index.php/jar/oai,ojs2.jurnal.sman1parung.sch.id
5778,Wahana Sekolah Dasar,http://journal2.um.ac.id/index.php/wsd/oai,ojs.journal2.um.ac.id
5779,Wakayama University Academic Repository,http://repository.center.wakayama-u.ac.jp/oai/request,""
5780,Wake Forest University Digital Library,http://dspace.zsr.wfu.edu/oai/request,""
5781,Walasuji : Jurnal Sejarah dan Budaya,https://jurnalwalasuji.kemdikbud.go.id/index.php/walasuji/oai,ojs.jurnalwalasuji.kemdikbud.go.id
5782,WAP,http://www.academicpub.org/wapoai/OAI.aspx,""
5783,Warsaw University of Technology Digital Library,http://bcpw.bg.pw.edu.pl/dlibra/oai-pmh-repository.xml,bcpw.bg.pw.edu.pl
5784,Warta Penelitian Perhubungan,http://ojs.balitbanghub.dephub.go.id/index.php/warlit/oai,ojs.balitbanghub.dephub.go.id
5785,Warta Pengabdian Andalas,http://wartaandalas.lppm.unand.ac.id/index.php/jwa/oai,ojs2.wartaandalas.lppm.unand.ac.id
5786,Warwick Computer Science Repository,http://eprints.dcs.warwick.ac.uk/cgi/oai2,generic.eprints.org
5787,Waseda University Repository,http://waseda.repo.nii.ac.jp/oai,""
5788,Wash U Law Repository,https://digitalcommons.law.wustl.edu/do/oai/,digitalcommons.law.wustl.edu
5789,Washington State Library Digital Collections,http://www.washingtonruralheritage.org:2012/cgi-bin/oai.exe,""
5790,Washington University Open Scholarship,https://openscholarship.wustl.edu/do/oai/,openscholarship.wustl.edu
5791,Waste Technology,http://www.waste.web.id/index.php/wt/oai,ojs.waste.web.id
5792,Wayne State University Digital Projects,http://dlxs.lib.wayne.edu/cgi/o/oai/oai,dlxs.lib.wayne.edu
5793,Ways to Improve Construction Efficiency,http://ways.knuba.edu.ua/index.php/2707-501X/oai,ojs.journals.uran.ua
5794,WBI Studies Repository,https://www.wellbeingintlstudiesrepository.org/do/oai/,www.wellbeingintlstudiesrepository.org
5795,wbv Media Repository,http://dspace.wbv.de:8888/oai/request,dspace.wbv.de
5796,Webbased Archive of RIVM Publications,http://rivm.openrepository.com/rivm-oai/request,""
5797,webLyzard Publications,http://eprints.weblyzard.com/cgi/oai2,eprints.weblyzard.com
5798,WebmedCentral,http://archives.webmedcentral.com/oai/request,""
5799,Welcome to Annals of Current Research,http://www.annalscr.com/index.php/journal/oai,ojs.www.annalscr.com
5800,Welcome to openjournals@Deakin!,https://ojs.deakin.edu.au/index.php/index/oai,ojs.deakin.edu.au
5801,wellcomeimages.org,http://wellcomeimages.org/wellcome_oai,wellcomeimages.org
5802,Wellesley College Digital Scholarship and Archive,https://repository.wellesley.edu/do/oai/,repository.wellesley.edu
5803,WELLNESS AND HEALTHY MAGAZINE,https://wellness.journalpress.id/index.php/wellness/oai,ojs.journalpress.id
5804,Wellness And Healthy Magazine,https://wellness.journalpress.id/wellness/oai,ojs.wellness.journalpress.id
5805,WestCollections/Western Connecticut State University,https://westcollections.wcsu.edu/oai/request,westcollections.wcsu.edu
5806,Western CEDAR,https://cedar.wwu.edu/do/oai/,cedar.wwu.edu
5807,Western Theological Seminary Journals,http://repository.westernsem.edu/pkp/index.php/index/oai,ojs.repository.westernsem.edu
5808,Western Waters Digital Library OAI data provider.,http://wwdl-mss.lib.utah.edu/cgi-bin/oai.exe,""
5809,Westminster Papers in Communication and Culture,https://www.westminsterpapers.org/jms/index.php/up/oai/,ojs.www.westminsterpapers.org
5810,WestminsterResearch,https://westminsterresearch.westminster.ac.uk/oai2,research.westminster.ac.uk
5811,White Rose Etheses Online,http://etheses.whiterose.ac.uk/cgi/oai2,etheses.whiterose.ac.uk
5812,White Rose Research Online,http://eprints.whiterose.ac.uk/cgi/oai2,eprints.whiterose.ac.uk
5813,Whitworth University,https://digitalcommons.whitworth.edu/do/oai/,digitalcommons.whitworth.edu
5814,WHOAS at MBLWHOI Library,http://darchive.mblwhoilibrary.org/oai/request,darchive.mblwhoilibrary.org
5815,Widya Teknika,http://publishing-widyagama.ac.id/ejournal-v2/index.php/widyateknika/oai,ojs.publishing-widyagama.ac.id
5816,Widya Yuridika,http://publishing-widyagama.ac.id/ejournal-v2/index.php/yuridika/oai,ojs.publishing-widyagama.ac.id
5817,Widyagogik : Jurnal Pendidikan dan Pembelajaran Sekolah Dasar,https://journal.trunojoyo.ac.id/widyagogik/oai,ojs.journal.trunojoyo.ac.id
5818,Widyariset,http://widyariset.pusbindiklat.lipi.go.id/index.php/widyariset/oai,widyariset.pusbindiklat.lipi.go.id
5819,Widyatama Repository,http://repository.widyatama.ac.id:8080/oai/request,""
5820,Widyatama University Repository,http://repository.widyatama.ac.id/oai/request,""
5821,Wielkopolska Biblioteka Cyfrowa,http://www.wbc.poznan.pl/dlibra/oai-pmh-repository.xml,www.wbc.poznan.pl
5822,Wiga : Jurnal Penelitian Ilmu Ekonomi,https://ejournal.stiewidyagamalumajang.ac.id/index.php/wiga/oai,ojs2.ejournal.stiewidyagamalumajang.ac.id
5823,Wildlife Biology Practice,http://www.socpvs.org/journals/index.php/wbp/oai,wbp.socpvs.org
5824,WildRepositorium,http://wildrep.socpvs.org/perl/oai2,wildrep.socpvs.org
5825,Wood and Fiber Science,http://wfs.swst.org/index.php/wfs/oai,ojs.wfs.swst.org
5826,Works,https://works.swarthmore.edu/do/oai/,works.swarthmore.edu
5827,World Journal of Applied Environmental Chemistry,https://wjoaec.com/index.php/wjaec/oai,ojs.www.wjoaec.com
5828,World Journal of Biotechnology,http://sciplatform.com/journals/index.php/wjb/oai,ojs.sciplatform.com
5829,Worldwide Waste: Journal of Interdisciplinary Studies,https://www.worldwidewastejournal.com/jms/index.php/up/oai/,wwwj.ubiquitypress.com
5830,WPOM- Working Papers on Operations Management,http://ocsdoe.webs.upv.es/ojs/ojs-2.3.0/Index.php/WPOMP/oai,ojs.ocsdoe.webs.upv.es
5832,WSU Libraries CONTENTdm Repository,http://content.wsulibs.wsu.edu/cgi-bin/oai.exe,""
5833,www.dipp.nrw.de,http://www.dipp.nrw.de/repository/oai,dipp.nrw.de
5834,www.physik-multimedial.de,http://www.physik-multimedial.de/OAI/phpoai2-1.5/oai2.php,""
5835,Wydawnictwo Academicon,https://omp.academicon.pl/wa/oai,omp.academicon.pl
5836,XXI Century Research Foundation,http://21bs.ru/index.php/index/oai,ojs21bs.ru
5837,Yachana Revista Científica,http://revistas.ulvr.edu.ec/index.php/yachana/oai,revistas.ulvr.edu.ec
5838,Yamagata University Academic Repository,http://yamagata.repo.nii.ac.jp/oai,""
5839,Yamaguchi University Navigator for Open access Collection and Archives,http://petit.lib.yamaguchi-u.ac.jp/infolib/oai_repository/repository,""
5840,Yareta,https://yareta.unige.ch/oai,""
5841,YARSI ACADEMIC JOURNALS,http://academicjournal.yarsi.ac.id/index.php/index/oai,ojs.localhost
5842,Yarsi Journal of Pharmacology,http://academicjournal.yarsi.ac.id/index.php/yjp/oai,ojs.localhost
5843,YASIN,https://ejournal.yasin-alsys.org/index.php/yasin/oai,ojs2.ejournal.yasin-alsys.org
5844,Yaşadıkça Eğitim,http://journals.iku.edu.tr/yed/index.php/yed/oai,ikujournals.iku
5845,Yaşadıkça Eğitim Dergisi,http://journals.iku.edu.tr/index.php/yed/oai,ikujournals.iku
5846,Yaşar Üniversitesi Açık Erişim Sistemi,http://yasar.mitosweb.com/services_oai2/,""
5847,Yearbook of Swiss Administrative Sciences,https://ssas.ubiquitypress.com/jms/index.php/up/oai/,ojs.ssas-yearbook.com
5848,Yeditepe University Institutional Repository,http://openaccess.yeditepe.edu.tr/oai/request,openaccess.yeditepe.edu.tr
5849,Yeshiva Academic Institutional Repository,http://repository.yu.edu/oai/request,repository.yu.edu
5850,Yokohama National University Repository,http://ynu.repo.nii.ac.jp/oai,""
5851,Yordam Kütüphanesi Açık Erişimi,http://81.213.79.71:89/medaspro/oai/request,yordamdestek.com
5852,Yordam Kütüphanesi Açık Erişimi,https://yordamdestek.com/yordam/oai/request,yordamdestek.com
5853,YOU Campus Repository - University consortium Yamagata,http://repo.lib.yamagata-u.ac.jp/dspace-oai/request,""
5854,Yupa: Historical Studies Journal,http://jurnal.fkip.unmul.ac.id/index.php/yupa/oai,ojs2.localhost
5855,Yuridika,https://e-journal.unair.ac.id/YDK/oai,e-journal.unair.ac.id
5856,Yuris (Journal of Court and Justice),https://journal.jfpublisher.com/index.php/jcj/oai,ojs2.journal.jfpublisher.com
5857,Yurisdiksi : Jurnal Wacana Hukum dan Sains,http://yurisdiksi.scientific-work.org/index.php/yrd/oai,ojs2.yurisdiksi.scientific-work.org
5858,YURISDIKSI : Jurnal Wacana Hukum dan Sains,https://yurisdiksi.scientific-work.org/index.php/yrd/oai,ojs2.yurisdiksi.scientific-work.org
5859,YURISDIKSI : Jurnal Wacana Hukum dan Sains,http://yrd.scientific-work.org/index.php/yrd/oai,yrd.scientific-work.org
5860,Yurispruden,http://riset.unisma.ac.id/index.php/yur/oai,ojs.riset.unisma.ac.id
5861,"YUYAY: Estrategias, metodologías & didácticas educativas",https://jlacolectivo.com/revistas/index.php/YUYAY/oai,ojs2.jlacolectivo.com
5862,ZEFIR-Publikationen,http://omp.ub.rub.de/index.php/ZEFIR/oai,omp.ub.rub.de
5863,Zeitschrift für Didaktik der Biologie (ZDB) - Biologie Lehren und Lernen,http://zdb.uni-bielefeld.de/index.php/zdb/oai,zdb.uni-bielefeld.de
5864,Zeitschrift für Parteienwissenschaften,https://mip.pruf.hhu.de/oai,ojs.ulb.hhu.de
5865,Zeitschrift für Soziologie,http://www.zfs-online.org/index.php/zfs/oai,ojs.zfs-online.org
5866,Zeitschriftenserver von Hamburg University Press  Verlag der Staats- und Universitätsbibliothek Hamburg,http://journals.sub.uni-hamburg.de/index.php/index/oai,ojs.journals.sub.uni-hamburg.de
5867,"ZERO : Jurnal Sains, Matematika dan Terapan",http://jurnal.uinsu.ac.id/index.php/zero/oai,jurnal.uinsu.ac.id
5868,Zeszyty Naukowe Centrum Badań im. Edyty Stein,http://pressto.amu.edu.pl/index.php/cbes/oai,ojs.pressto.amu.edu.pl
5869,Zonguldak Bülent Ecevit University Institutional Repository,http://acikarsiv.beun.edu.tr/oai/request,acikarsiv.beun.edu.tr
5870,Zootecnia Tropical,http://www.publicaciones.inia.gob.ve/index.php/zootecniatropical/oai,bdojs.publicaciones.inia.gob.ve
5871,Zurich Open Repository and Archive,http://www.zora.uzh.ch/cgi/oai2,www.zora.uzh.ch
5872,Zwingliana,http://www.zwingliana.ch/index.php/zwa/oai,ojs.www.zwingliana.ch
5873,«Системный анализ и прикладная информатика»,http://sapi.bntu.by/jour/oai,ojs.sapi.elpub.ru
5874,Áltera Revista de Antropologia,http://www.periodicos.ufpb.br/index.php/altera/oai,periodicos.ufpb.br
5875,Åìµþ³Ø·ÝÂç³Ø¥ê¥Ý¥¸¥È¥ê,http://ir.u-gakugei.ac.jp/dspace-oai/request,""
5876,Çanakkale Onsekiz Mart University Institutional Repository,http://acikerisim.comu.edu.tr/oai/request,acikerisim.comu.edu.tr
5877,Çukurova Üniversitesi Açık Erişim Sistemi,http://cu.mitosweb.com/services_oai2/,""
5878,Études Angevines,https://angevine-europe.huma-num.fr/ea/oaipmhcp,""
5879,Études Ricoeuriennes / Ricoeur Studies,http://ricoeur.pitt.edu/ojs/index.php/ricoeur/oai,ricoeur.pitt.edu
5880,Íconos - Revista de Ciencias Sociales,http://revistas.flacsoandes.edu.ec/iconos/oai,revistas.flacsoandes.edu.ec
5881,Íkala,http://aprendeenlinea.udea.edu.co/revistas/index.php/ikala/oai,ojs.aprendeenlinea.udea.edu.co
5882,Özgür Yayınları,https://www.ozguryayinlari.com/site/oai,omp.ozguryayinlari.com
5883,æ¸ä½äººæ,http://140.119.25.194:10780/oai/request,""
5884,æ¨ªæµå½ç«å¤§å­¦å­¦è¡æå ±ãªãã¸ããª ,http://kamome.lib.ynu.ac.jp/dspace-oai/request,""
5885,İbn Haldun Çalışmaları Dergisi = Journal of Ibn Haldun Studies,http://journal.ihu.edu.tr/index.php/index/oai,ojs.journal.ihu.edu.tr
5886,İlköğretim Online,http://ilkogretim-online.org.tr/index.php/io/oai,ojs.www.ilkogretim-online.org.tr
5887,İstanbul Atlas University Institutional Repository,http://acikerisim.atlas.edu.tr/oai/request,acikerisim.atlas.edu.tr
5888,İstanbul Galata University Institutional Repository,http://openaccess.galata.edu.tr/oai/request,openaccess.galta.edu.tr
5889,İstanbul Topkapı Üniversitesi Kurumsal Akademik Arşiv ,http://kutuphane.ayvansaray.edu.tr/yordam/oai/request,kutuphane.ayvansaray.edu.tr
5890,İstanbul University Cerrahpaşa Institutional Repository,http://acikerisim.istanbulc.edu.tr/oai/request,acikerisim.istanbulc.edu.tr
5891,İstinye University Institutional Repository,http://acikerisim.istinye.edu.tr/oai/request,acikerisim.istinye.edu.tr
5892,İTÜ Polen,https://polen.itu.edu.tr:8443/server/oai/request,polen.itu.edu.tr
5893,İzmir Yüksek Teknoloji Enstitüsü Açık Erişim Sistemi,http://iyte.mitosweb.com/services_oai2/,""
5894,İzmir Üniversitesi Açık Erişim Sistemi,http://acikarsiv.izmir.edu.tr/services_oai2/,""
5895,Śląska Biblioteka Cyfrowa,http://www.sbc.org.pl/dlibra/oai-pmh-repository.xml,www.sbc.org.pl
5896,ΒΚΠ ΕΚΠΑ :: Σύστημα Ηλεκτρονικής Εκδοτικής (e-Pub),http://epub.lib.uoa.gr/index.php/index/oai,ojs.epub.lib.uoa.gr
5897,Δεξαμένη,http://xantho.lis.upatras.gr/dexameni/index.php/index/oai,ojs.xantho.lis.upatras.gr
5898,Καταθετήριο της Βιβλιοθήκης του ΤΗΜΜΥ,http://vivliothmmy.ee.auth.gr/cgi/oai2,vivliothmmy.ee.auth.gr
5899,Κοσμόπολις,http://xantho.lis.upatras.gr/kosmopolis/index.php/index/oai,ojs.xantho.lis.upatras.gr
5900,Πλειας,http://pleias.lis.upatras.gr/index.php/index/oai,ojs.xantho.lis.upatras.gr
5901,"Ψηφιακή Βιβλιοθήκη ""Θεόφραστος""",http://geolib.geo.auth.gr/digeo/index.php/index/oai,ojs.geolib.geo.auth.gr
5902,πολύφιλος / poliphilos,http://ejournals.lib.auth.gr/poliphilos/oai,ejournals.lib.auth.gr
5903,Інновації молоді в машинобудуванні,http://imm-mmi.kpi.ua/proc/index.php/wissn087/oai,ojs.journals.uran.ua
5904,Інституційний репозиторій Київського університету імені Бориса Грінченка,http://elibrary.kmpu.edu.ua/cgi/oai2,elibrary.kmpu.edu.ua
5905,Інституційний репозиторій Київського університету імені Бориса Грінченка,http://elibrary.kubg.edu.ua/cgi/oai2,elibrary.kubg.edu.ua
5906,АНАЛИТИКА и КОНТРОЛЬ,http://journals.urfu.ru/index.php/analitika/oai,journals.urfu.ru
5907,Актуальні проблеми автоматизації та інформаційних технологій,http://actualproblems.dp.ua/index.php/index/oai,ojs.www.actualproblems.dp.ua
5908,Актуальні проблеми психології в закладах освіти,https://journal.kdpu.edu.ua/psychology/oai,journal.kdpu.edu.ua
5909,Актуальні проблеми фізкультурної освіти,http://www.tmfv.org/apfo/oai,ojs.tmfv.org
5910,"Альманах ""Культура і Сучасність""",http://journals.uran.ua/index.php/2226-0285/oai,ojs.journals.uran.ua
5911,Альманах клинической медицины,http://www.almclinmed.ru/jour/oai,ojs.opskoro.elpub.ru
5912,Альтернативная энергетика и экология (ISJAEE),http://www.isjaee.com/jour/oai,ojs.alternative.elpub.ru
5913,Архив научных исследований ,https://journal.tsue.uz/index.php/archive/oai,ojs2.journal.tsue.uz
5914,Архивъ внутренней медицины,http://www.medarhive.ru/jour/oai,ojs.avk.elpub.ru
5915,Атеротромбоз,http://www.aterotromboz.ru/jour/oai,ojs.aterotromb.elpub.ru
5916,Аэрокосмический научный журнал,http://aerospace.elpub.ru/jour/oai,ojs.aerospace.elpub.ru
5917,"БИОпрепараты. Профилактика, диагностика, лечение",https://www.biopreparations.ru/jour/oai,oai.biopreparat.elpub.ru
5918,Безопасность и риск фармакотерапии,https://www.risksafety.ru/jour/oai,oai.safetyrisk.elpub.ru
5919,Библиотековедение,http://bibliotekovedenie.rsl.ru/jour/oai,ojs.bibliotekovedenie.elpub.ru
5920,Биотехнология,http://www.biotechnology-journal.ru/jour/oai,ojs.biotechnology.elpub.ru
5921,Бюллетень инновационных технологий,http://bitjournal.ru/index.php/bit/oai,ojs.bitjournal.ru
5922,Бюллетень медицинской науки,http://newbmn.asmu.ru/index.php/bmn/oai,ojs2.newbmn.asmu.ru
5923,Бюллетень сибирской медицины,http://bulletin.tomsk.ru/jour/oai,ojs.ssmu.elpub.ru
5924,ВИЧ-инфекция и иммуносупрессии,http://hiv.bmoc-spb.ru/jour/oai,ojs.aids.elpub.ru
5925,Ведомости Научного центра экспертизы средств медицинского применения,https://www.vedomostincesmp.ru/jour/oai,oai.vedomostiregmed.elpub.ru
5926,Вестник Кемеровского государственного университета,http://vestnik.kemsu.ru/jour/oai,ojs.kemsu.elpub.ru
5927,Вестник Московского университета. Серия 16. Биология,http://vestnik-bio-msu.elpub.ru/jour/oai,ojs.vestnik-bio-msu.elpub.ru
5928,Вестник Московского университета. Серия 18. Социология и политология,http://vestnik.socio.msu.ru/jour/oai,ojs.sociolpolitol.elpub.ru
